job,marital,education,default,housing,loan,contact,month,day_of_week,y
management,married,university.degree,no,no,no,telephone,may,tue,yes
technician,single,professional.course,unknown,unknown,unknown,telephone,may,tue,no
management,married,professional.course,no,yes,no,telephone,may,tue,no
admin.,divorced,high.school,no,no,no,telephone,may,tue,no
admin.,married,university.degree,unknown,yes,no,telephone,may,tue,no
blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,no
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
unknown,married,unknown,unknown,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,no
retired,married,university.degree,no,no,no,telephone,may,tue,no
management,married,unknown,unknown,no,no,telephone,may,tue,no
technician,single,high.school,unknown,no,yes,telephone,may,tue,no
services,married,high.school,no,yes,no,telephone,may,tue,no
retired,married,basic.4y,no,no,no,telephone,may,tue,no
unknown,married,unknown,unknown,yes,no,telephone,may,tue,no
management,married,basic.6y,unknown,yes,yes,telephone,may,tue,no
admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,no
admin.,single,university.degree,unknown,no,no,telephone,may,tue,no
technician,married,professional.course,no,yes,no,telephone,may,tue,no
housemaid,married,professional.course,unknown,no,no,telephone,may,tue,no
technician,married,unknown,no,yes,no,telephone,may,tue,no
technician,married,university.degree,no,yes,no,telephone,may,tue,no
unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,no
services,married,basic.9y,no,no,no,telephone,may,tue,no
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
admin.,single,university.degree,unknown,unknown,unknown,telephone,may,tue,no
services,married,high.school,unknown,unknown,unknown,telephone,may,tue,no
technician,married,professional.course,no,yes,no,telephone,may,tue,no
admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
admin.,married,professional.course,no,yes,no,telephone,may,tue,no
admin.,married,basic.6y,unknown,yes,no,telephone,may,tue,no
entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,no
admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,no
admin.,married,basic.9y,no,no,no,telephone,may,tue,no
services,divorced,high.school,unknown,yes,no,telephone,may,tue,no
services,married,high.school,unknown,yes,no,telephone,may,tue,yes
entrepreneur,married,university.degree,no,no,no,telephone,may,tue,no
technician,single,university.degree,no,no,no,telephone,may,tue,no
unknown,single,unknown,unknown,yes,no,telephone,may,tue,no
technician,married,university.degree,no,yes,no,telephone,may,tue,no
blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,no
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
entrepreneur,married,high.school,no,no,no,telephone,may,tue,no
management,married,university.degree,no,yes,no,telephone,may,tue,no
services,married,basic.9y,no,yes,yes,telephone,may,tue,no
entrepreneur,married,high.school,no,yes,no,telephone,may,tue,no
technician,married,unknown,unknown,yes,no,telephone,may,tue,no
housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,no
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
blue-collar,married,unknown,unknown,no,no,telephone,may,tue,no
admin.,married,unknown,no,no,no,telephone,may,tue,no
management,married,basic.9y,unknown,unknown,unknown,telephone,may,tue,no
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,no
blue-collar,married,basic.6y,no,no,no,telephone,may,tue,no
admin.,married,high.school,no,no,no,telephone,may,tue,no
admin.,single,unknown,unknown,yes,no,telephone,may,tue,no
services,single,high.school,no,no,no,telephone,may,tue,no
admin.,divorced,high.school,no,yes,yes,telephone,may,tue,no
technician,divorced,university.degree,no,no,no,telephone,may,tue,no
admin.,married,high.school,no,no,no,telephone,may,tue,no
admin.,married,high.school,no,no,no,telephone,may,tue,no
services,married,high.school,unknown,yes,yes,telephone,may,tue,no
blue-collar,married,basic.6y,no,no,no,telephone,may,tue,no
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
technician,married,high.school,no,no,no,telephone,may,tue,no
services,married,high.school,unknown,no,no,telephone,may,tue,no
admin.,single,high.school,no,yes,yes,telephone,may,tue,no
blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,no
admin.,single,basic.6y,unknown,no,no,telephone,may,tue,no
self-employed,married,university.degree,no,no,no,telephone,may,tue,no
self-employed,married,unknown,unknown,no,no,telephone,may,tue,no
blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,no
technician,married,professional.course,unknown,no,yes,telephone,may,tue,no
entrepreneur,single,university.degree,no,yes,no,telephone,may,tue,no
self-employed,single,high.school,no,yes,no,telephone,may,tue,no
admin.,married,professional.course,no,yes,yes,telephone,may,tue,no
admin.,married,university.degree,no,no,no,telephone,may,tue,no
admin.,divorced,high.school,no,no,yes,telephone,may,tue,no
admin.,single,university.degree,no,yes,yes,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,no
admin.,single,university.degree,no,no,no,telephone,may,tue,no
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
entrepreneur,married,basic.6y,no,no,no,telephone,may,tue,no
retired,married,university.degree,no,yes,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,no
technician,married,basic.4y,no,no,yes,telephone,may,tue,no
blue-collar,married,high.school,no,no,yes,telephone,may,tue,yes
technician,married,basic.4y,no,no,no,telephone,may,tue,no
blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,no
blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,tue,no
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,no
blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,no
admin.,married,university.degree,unknown,no,no,telephone,may,tue,no
admin.,divorced,university.degree,no,unknown,unknown,telephone,may,tue,no
admin.,married,basic.6y,no,yes,no,telephone,may,tue,no
blue-collar,married,high.school,unknown,no,no,telephone,may,tue,no
technician,married,unknown,no,no,no,telephone,may,tue,no
admin.,single,university.degree,no,no,no,telephone,may,tue,no
unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,tue,no
entrepreneur,married,professional.course,no,unknown,unknown,telephone,may,tue,no
technician,married,professional.course,no,unknown,unknown,telephone,may,tue,no
blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,no
retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,no
housemaid,married,high.school,no,no,no,telephone,may,tue,no
admin.,married,high.school,no,no,no,telephone,may,tue,no
admin.,divorced,high.school,no,no,no,telephone,may,tue,no
services,married,high.school,unknown,no,yes,telephone,may,tue,no
management,married,university.degree,no,no,no,telephone,may,tue,no
blue-collar,married,unknown,no,no,no,telephone,may,tue,no
management,married,university.degree,unknown,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
unknown,married,unknown,unknown,no,no,telephone,may,tue,no
technician,single,professional.course,no,no,yes,telephone,may,tue,no
unknown,married,unknown,unknown,no,no,telephone,may,tue,no
admin.,single,university.degree,no,no,yes,telephone,may,tue,no
management,married,university.degree,unknown,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,no
blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,no
technician,married,professional.course,no,no,no,telephone,may,tue,no
technician,married,professional.course,no,yes,no,telephone,may,tue,no
admin.,married,university.degree,no,no,no,telephone,may,tue,no
services,single,high.school,no,unknown,unknown,telephone,may,tue,no
management,married,university.degree,no,no,no,telephone,may,tue,no
technician,married,professional.course,no,yes,no,telephone,may,tue,no
technician,married,basic.9y,no,no,no,telephone,may,tue,no
admin.,married,professional.course,no,yes,no,telephone,may,tue,no
admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
services,married,high.school,no,no,no,telephone,may,tue,no
admin.,single,university.degree,no,yes,yes,telephone,may,tue,no
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
services,married,high.school,unknown,no,no,telephone,may,tue,no
admin.,single,university.degree,no,yes,no,telephone,may,tue,no
admin.,single,university.degree,no,no,no,telephone,may,tue,no
services,married,high.school,no,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,no
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
services,married,high.school,no,no,no,telephone,may,tue,no
blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,no
admin.,married,high.school,no,no,no,telephone,may,tue,no
blue-collar,single,basic.4y,no,no,no,telephone,may,tue,no
management,married,university.degree,no,yes,no,telephone,may,tue,no
admin.,married,university.degree,no,yes,no,telephone,may,tue,no
technician,married,basic.6y,no,yes,no,telephone,may,tue,no
services,married,high.school,unknown,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
technician,married,professional.course,no,yes,no,telephone,may,tue,no
admin.,married,basic.9y,no,yes,no,telephone,may,tue,no
admin.,divorced,university.degree,no,yes,yes,telephone,may,tue,no
technician,married,professional.course,no,no,no,telephone,may,tue,no
technician,married,professional.course,no,no,no,telephone,may,tue,no
services,married,high.school,unknown,no,no,telephone,may,tue,no
blue-collar,single,unknown,no,yes,yes,telephone,may,tue,no
blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,no
technician,married,professional.course,no,no,no,telephone,may,tue,no
services,single,basic.4y,no,no,no,telephone,may,tue,no
admin.,married,unknown,unknown,yes,no,telephone,may,tue,no
technician,married,professional.course,no,no,no,telephone,may,tue,no
technician,married,university.degree,no,no,no,telephone,may,tue,no
admin.,single,university.degree,no,no,no,telephone,may,tue,no
services,married,basic.6y,no,no,no,telephone,may,tue,no
management,single,basic.4y,no,no,no,telephone,may,tue,no
management,married,university.degree,unknown,yes,no,telephone,may,tue,no
technician,single,professional.course,no,yes,no,telephone,may,tue,no
admin.,married,university.degree,no,yes,yes,telephone,may,tue,no
admin.,single,university.degree,no,no,no,telephone,may,tue,no
technician,married,unknown,unknown,yes,no,telephone,may,tue,no
management,divorced,university.degree,no,yes,no,telephone,may,tue,no
housemaid,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,no
admin.,married,high.school,no,yes,no,telephone,may,tue,no
blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,no
retired,married,high.school,unknown,yes,no,telephone,may,tue,no
technician,single,professional.course,no,no,no,telephone,may,tue,no
management,single,university.degree,no,yes,no,telephone,may,tue,no
housemaid,divorced,university.degree,no,no,no,telephone,may,tue,no
blue-collar,married,high.school,no,no,no,telephone,may,tue,no
technician,married,basic.9y,unknown,yes,no,telephone,may,tue,no
blue-collar,married,high.school,no,no,no,telephone,may,tue,no
housemaid,married,high.school,no,yes,no,telephone,may,tue,no
housemaid,married,high.school,no,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,no
blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,no
blue-collar,divorced,unknown,unknown,yes,yes,telephone,may,tue,no
services,married,high.school,no,no,no,telephone,may,tue,no
services,married,basic.4y,no,no,no,telephone,may,tue,no
management,married,university.degree,unknown,no,yes,telephone,may,tue,no
management,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
self-employed,single,university.degree,no,no,no,telephone,may,tue,no
retired,divorced,basic.4y,unknown,no,no,telephone,may,tue,no
admin.,single,unknown,no,yes,no,telephone,may,tue,no
services,married,high.school,no,no,yes,telephone,may,tue,no
admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,no
blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,no
technician,married,basic.9y,no,no,yes,telephone,may,tue,no
admin.,divorced,university.degree,no,yes,no,telephone,may,tue,no
admin.,single,university.degree,no,no,no,telephone,may,tue,no
blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,no
admin.,married,high.school,no,no,no,telephone,may,tue,no
management,married,university.degree,unknown,no,no,telephone,may,tue,no
services,single,high.school,unknown,yes,no,telephone,may,tue,no
admin.,married,high.school,no,yes,no,telephone,may,tue,no
admin.,married,high.school,no,no,yes,telephone,may,tue,no
services,married,high.school,no,yes,no,telephone,may,tue,no
admin.,married,professional.course,no,no,yes,telephone,may,tue,no
admin.,single,high.school,unknown,no,no,telephone,may,tue,no
management,married,university.degree,no,yes,no,telephone,may,tue,no
entrepreneur,married,professional.course,no,no,no,telephone,may,tue,no
management,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
technician,married,basic.4y,unknown,no,no,telephone,may,tue,no
housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,yes
self-employed,married,university.degree,no,no,no,telephone,may,tue,no
management,married,professional.course,unknown,yes,no,telephone,may,tue,no
services,married,high.school,no,no,no,telephone,may,tue,no
blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,no
housemaid,married,basic.4y,unknown,yes,no,telephone,may,tue,no
admin.,single,high.school,no,yes,no,telephone,may,tue,no
technician,married,professional.course,unknown,yes,no,telephone,may,tue,no
management,married,university.degree,no,yes,no,telephone,may,tue,no
admin.,divorced,university.degree,no,yes,no,telephone,may,tue,no
management,single,university.degree,no,no,no,telephone,may,tue,no
retired,married,high.school,no,yes,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,no
admin.,married,university.degree,unknown,yes,no,telephone,may,tue,no
services,married,high.school,unknown,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,no
housemaid,married,basic.4y,no,no,no,telephone,may,tue,no
entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,no
admin.,married,university.degree,unknown,no,no,telephone,may,tue,no
self-employed,married,basic.9y,no,yes,no,telephone,may,tue,no
housemaid,married,basic.6y,unknown,yes,no,telephone,may,tue,no
self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,no
self-employed,married,university.degree,no,no,no,telephone,may,tue,no
unemployed,single,basic.9y,no,yes,no,telephone,may,tue,no
admin.,married,university.degree,no,yes,yes,telephone,may,tue,no
admin.,married,university.degree,no,no,no,telephone,may,tue,no
blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,no
admin.,married,high.school,unknown,yes,no,telephone,may,tue,no
retired,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
